Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10822550,2020-10-02 17:54:07,2020-01-03 10:36:10,28940772,7710842358,28940772,266,3771,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822550/SRR10822550.lite.1,SRX7495939,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937539,SAMN13717900,simple,9606,Homo sapiens,GSM4247483,,,,,,,no,,,,,GEO,SRA1019683,,public,21939F9F5A65AA9BA22155062A34DA5E,40D8CEC74B6B8AAF45DCB7317021DB70
SRR10822551,2020-10-02 17:54:07,2020-01-03 10:43:06,41537576,10736837311,41537576,258,4700,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822551/SRR10822551.lite.1,SRX7495940,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937540,SAMN13717899,simple,9606,Homo sapiens,GSM4247484,,,,,,,no,,,,,GEO,SRA1019683,,public,C28EF96264D49A7BC2364E4E1B1FE997,E2673D778F320E977005CE52DDC03A64
SRR10822552,2020-10-02 17:54:07,2020-01-03 10:37:35,31674198,8916222739,31674198,281,3394,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822552/SRR10822552.lite.1,SRX7495941,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937541,SAMN13717897,simple,9606,Homo sapiens,GSM4247485,,,,,,,no,,,,,GEO,SRA1019683,,public,851B4BBB02D01D1C729C87965B17F73C,9F0F3C472DA6AA9278241D75FCB817F6
SRR10822553,2020-10-02 17:54:07,2020-01-03 10:32:16,27411260,7361665060,27411260,268,3506,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822553/SRR10822553.lite.1,SRX7495942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937542,SAMN13717896,simple,9606,Homo sapiens,GSM4247486,,,,,,,no,,,,,GEO,SRA1019683,,public,4C1B1914C6678F43E6DFB0A8FCB9D8BC,2048124FB25F6F53076C99E17AB35E0E
SRR10822554,2020-10-02 17:54:07,2020-01-03 10:41:56,29707037,7999364753,29707037,269,3822,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822554/SRR10822554.lite.1,SRX7495943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937543,SAMN13717895,simple,9606,Homo sapiens,GSM4247487,,,,,,,no,,,,,GEO,SRA1019683,,public,F15568BF72E5A4CB024F44EBDDDD2DAD,FFDE91AEDB8E02659EFC8AE4E72066CD
SRR10822555,2020-10-02 17:54:08,2020-01-03 10:38:24,37887287,9798134384,37887287,258,3950,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/822/SRR10822555/SRR10822555.lite.1,SRX7495944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937544,SAMN13717894,simple,9606,Homo sapiens,GSM4247488,,,,,,,no,,,,,GEO,SRA1019683,,public,5A0C5756A0C744F75F7E987BD8BBA5E9,376A6576A9384290FC44ED64AEAE882F
SRR10822556,2020-10-02 17:54:08,2020-01-03 10:35:57,33438958,9365773764,33438958,280,3857,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822556/SRR10822556.lite.1,SRX7495945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937545,SAMN13717893,simple,9606,Homo sapiens,GSM4247489,,,,,,,no,,,,,GEO,SRA1019683,,public,6B1C0CB0FEB95577A711E1DB39688619,0CDF6F96377EA184D8E497630E48946B
SRR10822557,2020-10-02 17:54:08,2020-01-03 10:37:18,32350337,8949232432,32350337,276,3719,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822557/SRR10822557.lite.1,SRX7495946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937546,SAMN13717892,simple,9606,Homo sapiens,GSM4247490,,,,,,,no,,,,,GEO,SRA1019683,,public,E2AFD7F0F5ED316A79D150EB83CDFF74,D4041198EEEAA99F2BAB76D999709E2F
SRR10822558,2020-10-02 17:54:08,2020-01-03 10:33:15,30734902,8467337870,30734902,275,3386,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822558/SRR10822558.lite.1,SRX7495947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937547,SAMN13717891,simple,9606,Homo sapiens,GSM4247491,,,,,,,no,,,,,GEO,SRA1019683,,public,1EA20968F9A938FA935330D40724E847,07BB8302B9B78DC28AAC1BA0398C4051
SRR10822559,2020-10-02 17:54:08,2020-01-03 10:35:26,33072078,9142287200,33072078,276,3629,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822559/SRR10822559.lite.1,SRX7495948,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937548,SAMN13717890,simple,9606,Homo sapiens,GSM4247492,,,,,,,no,,,,,GEO,SRA1019683,,public,1F37F0CF13D2B0938C294BCF69AF46E7,1D64AC6A1FB1AFA2879962384C07E20B
SRR10822560,2020-10-02 17:54:08,2020-01-03 10:36:07,38563846,10734735999,38563846,278,4278,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822560/SRR10822560.lite.1,SRX7495949,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937549,SAMN13717889,simple,9606,Homo sapiens,GSM4247493,,,,,,,no,,,,,GEO,SRA1019683,,public,68699E90345F6A9B407D2B19365ACD7D,35E0CD1A6580DF6C8D609FBFBEB8D36A
SRR10822561,2020-10-02 17:54:08,2020-01-03 10:39:03,37106305,9641300180,37106305,259,4053,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/822/SRR10822561/SRR10822561.lite.1,SRX7495950,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937550,SAMN13717888,simple,9606,Homo sapiens,GSM4247494,,,,,,,no,,,,,GEO,SRA1019683,,public,60AF3442A0A1B2DB0F59D8AE6F400311,564B02717B92B115EB62E7A9C61F463F
SRR10822562,2020-10-02 17:54:08,2020-01-03 10:36:51,38103526,9666924149,38103526,253,3818,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/822/SRR10822562/SRR10822562.lite.1,SRX7495951,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937551,SAMN13717887,simple,9606,Homo sapiens,GSM4247495,,,,,,,no,,,,,GEO,SRA1019683,,public,594DFE83D0DE2F6BAB46D4EBDAFFEB6B,4495F0891AF0C63A5614C53ECAEA3A3B
SRR10822563,2020-10-02 17:54:08,2020-01-03 10:34:52,31949500,8768370468,31949500,274,3484,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822563/SRR10822563.lite.1,SRX7495952,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937553,SAMN13717886,simple,9606,Homo sapiens,GSM4247496,,,,,,,no,,,,,GEO,SRA1019683,,public,73777DBCE5D02464592BE2252F95CACF,7D0BE5BC4A14C78E28203A0DF1814754
SRR10822564,2020-10-02 17:54:08,2020-01-03 10:35:47,33413986,9236351647,33413986,276,3666,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822564/SRR10822564.lite.1,SRX7495953,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937552,SAMN13717940,simple,9606,Homo sapiens,GSM4247497,,,,,,,no,,,,,GEO,SRA1019683,,public,EB5398652FFD16FF06146C3C3A7C6428,47C5423965F05F703A3B88E2057ED483
SRR10822565,2020-10-02 17:54:08,2020-01-03 10:35:40,36694870,9710326695,36694870,264,3897,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822565/SRR10822565.lite.1,SRX7495954,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937554,SAMN13717939,simple,9606,Homo sapiens,GSM4247498,,,,,,,no,,,,,GEO,SRA1019683,,public,FD23D37FEA4B602E7DCBFB8BDD14619D,8927FA02631616A49CDFCBDDAD4F4705
SRR10822566,2020-10-02 17:54:08,2020-01-03 10:41:36,39471516,10849020696,39471516,274,4366,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822566/SRR10822566.lite.1,SRX7495955,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937555,SAMN13717938,simple,9606,Homo sapiens,GSM4247499,,,,,,,no,,,,,GEO,SRA1019683,,public,3814C25AC312FF9099FB7378D8B1A5AD,5853CAB6AAB7CB2A27C0B610DC2BED8E
SRR10822567,2020-10-02 17:54:08,2020-01-03 10:40:45,38224982,10256360095,38224982,268,4086,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822567/SRR10822567.lite.1,SRX7495956,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937556,SAMN13717937,simple,9606,Homo sapiens,GSM4247500,,,,,,,no,,,,,GEO,SRA1019683,,public,CA9269EE518276B683B6B6A9A222913D,DFA920DF244C6EEFDA38072BB8E8A10D
SRR10822568,2020-10-02 17:54:08,2020-01-03 10:40:18,34959957,9689493771,34959957,277,3880,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822568/SRR10822568.lite.1,SRX7495957,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937557,SAMN13717936,simple,9606,Homo sapiens,GSM4247501,,,,,,,no,,,,,GEO,SRA1019683,,public,322B70BB22F2BD6D8AA0CFEF78A40C1B,97DCE7C26A7B01C2233187E0D600AE4C
SRR10822569,2020-10-02 17:54:08,2020-01-03 10:35:21,36744931,9699602835,36744931,263,3869,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822569/SRR10822569.lite.1,SRX7495958,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937558,SAMN13717935,simple,9606,Homo sapiens,GSM4247502,,,,,,,no,,,,,GEO,SRA1019683,,public,190CE9964BFA5ABE31EB869855795E31,E33314EAB0A6E44F71FBA9141B9C84CC
SRR10822570,2020-10-02 17:54:08,2020-01-03 10:35:05,31455320,8274941483,31455320,263,3024,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822570/SRR10822570.lite.1,SRX7495959,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937559,SAMN13717885,simple,9606,Homo sapiens,GSM4247503,,,,,,,no,,,,,GEO,SRA1019683,,public,C61E2CEC7B4366B82F447290E63B734C,25DD3DA02FB7DE147589D724A9EB95D0
SRR10822571,2020-10-02 17:54:08,2020-01-03 10:34:49,35632781,9802304172,35632781,275,3632,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822571/SRR10822571.lite.1,SRX7495960,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937560,SAMN13717941,simple,9606,Homo sapiens,GSM4247504,,,,,,,no,,,,,GEO,SRA1019683,,public,BBAA1B0D0E1D313EB8C0A2CEA5BA96A9,FBAF8C540C51D397120C4879A4FC053C
SRR10822572,2020-10-02 17:54:08,2020-01-03 10:35:40,29858862,7958514894,29858862,266,2902,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822572/SRR10822572.lite.1,SRX7495961,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937561,SAMN13717934,simple,9606,Homo sapiens,GSM4247505,,,,,,,no,,,,,GEO,SRA1019683,,public,636CA374316B6774912FB8B3D0EB0AAA,0430215B8D39C09E6EBF8A6DDD3FFA59
SRR10822573,2020-10-02 17:54:08,2020-01-03 10:33:05,33586957,8580420532,33586957,255,3144,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822573/SRR10822573.lite.1,SRX7495962,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937562,SAMN13717933,simple,9606,Homo sapiens,GSM4247506,,,,,,,no,,,,,GEO,SRA1019683,,public,666F98EB61D5C64D28DDD0CEE2170D1F,85987CAC78AAD92435C993C6B1760C6C
SRR10822574,2020-10-02 17:54:08,2020-01-03 10:41:28,39936277,10255914316,39936277,256,3756,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822574/SRR10822574.lite.1,SRX7495963,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937563,SAMN13717932,simple,9606,Homo sapiens,GSM4247507,,,,,,,no,,,,,GEO,SRA1019683,,public,A9B7EC165D8593ABB20962D5A1DCADB6,213A850EDC2C298607B4CD24D27F2A90
SRR10822575,2020-10-02 17:54:08,2020-01-03 10:36:42,32668816,8200326839,32668816,251,3427,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/822/SRR10822575/SRR10822575.lite.1,SRX7495964,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937564,SAMN13717931,simple,9606,Homo sapiens,GSM4247508,,,,,,,no,,,,,GEO,SRA1019683,,public,4107972575269AC1C0584201B78057DF,35AB4086377B9BC31260F747C674B0CD
SRR10822576,2020-10-02 17:54:08,2020-01-03 10:39:24,37853420,10584914187,37853420,279,4286,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822576/SRR10822576.lite.1,SRX7495965,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937565,SAMN13717930,simple,9606,Homo sapiens,GSM4247509,,,,,,,no,,,,,GEO,SRA1019683,,public,3F80519A2263148D78379378B2173F24,E20C8A792C0A655CFAB533E6BD367A23
SRR10822577,2020-10-02 17:54:08,2020-01-03 10:40:22,46728419,13167875058,46728419,281,5256,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822577/SRR10822577.lite.1,SRX7495966,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937566,SAMN13717929,simple,9606,Homo sapiens,GSM4247510,,,,,,,no,,,,,GEO,SRA1019683,,public,FD9223F874A2FA91C8824C5F19A1D905,62455F50F673A44151FCD3453619C967
SRR10822578,2020-10-02 17:54:08,2020-01-03 10:31:33,28003593,7540128725,28003593,269,2862,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822578/SRR10822578.lite.1,SRX7495967,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937567,SAMN13717928,simple,9606,Homo sapiens,GSM4247511,,,,,,,no,,,,,GEO,SRA1019683,,public,2A1DFC0C5687FE2B2858EE30A03E32E7,9475D4CE0D8AB569C6373D02F2B23432
SRR10822579,2020-10-02 17:54:08,2020-01-03 10:35:56,32195573,8549395132,32195573,265,3222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822579/SRR10822579.lite.1,SRX7495968,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937568,SAMN13717927,simple,9606,Homo sapiens,GSM4247512,,,,,,,no,,,,,GEO,SRA1019683,,public,76EE0F426C12399BBA169D31A3FC787B,F59D1634EE1E837B34C21317C6608CA4
SRR10822580,2020-10-02 17:54:08,2020-01-03 10:36:05,38279831,10341394483,38279831,270,4263,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822580/SRR10822580.lite.1,SRX7495969,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937569,SAMN13717926,simple,9606,Homo sapiens,GSM4247513,,,,,,,no,,,,,GEO,SRA1019683,,public,DC6FAFECEAA9F3A388617CD5B11FF5A9,705249B469C3198604E417F833402C6E
SRR10822581,2020-10-02 17:54:08,2020-01-03 10:33:51,31865650,7922082250,31865650,248,3293,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822581/SRR10822581.lite.1,SRX7495970,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937570,SAMN13717925,simple,9606,Homo sapiens,GSM4247514,,,,,,,no,,,,,GEO,SRA1019683,,public,2C14AA97F1632AA2357FC263DED158B6,F45E98C210F921D2E2FEC9C0E761D3C8
